TRX_ID,MEMBER_NO,TRANSACTION_DATE,AUTHORIZATION_DATE,MERCHANT_NO,MERCHANT_NAME,CITY_NAME,NATIONAL_CODE,MCC,POS_MODE,PRODUCT_NAME,SETTLEMENT_AMOUNT,SALES_AMOUNT,TRX_TYPE,IS_FRAUD
T00000025,P000190,2026-06-09 01:27:16,2026-06-09 01:27:19,2882617400,WILD BERRIES,SHYMKENT,KZ,5411,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),6091.73,6091.73,POS,0
T00000026,C000058,2026-06-09 01:28:48,2026-06-09 01:28:50,4973959348,BURGER_KING,AKTAU,KZ,5814,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),9889.63,9889.63,POS,0
T00000027,P001475,2026-06-09 01:29:04,2026-06-09 01:29:05,2437742740,RAMSTORE,AKTAU,KZ,5411,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),2324.67,2324.67,POS,0
T00000028,P000003,2026-06-09 01:29:14,2026-06-09 01:29:15,7051874456,SHELL,ASTANA,KZ,5541,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),8772.85,8772.85,POS,0
T00000029,C000643,2026-06-09 01:35:35,2026-06-09 01:35:37,4107564923,COSTA_COFFEE,SHYMKENT,KZ,5812,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),10921.8,10921.8,POS,0
T00000030,P001813,2026-06-09 01:42:36,2026-06-09 01:42:38,6632117538,AMAZON,ALMATY,KZ,5999,0003 - Recurring,1308132001: Credit Purchase Transaction(Domestic),18144.07,18144.07,WWW,0
T00000031,P001033,2026-06-09 01:49:17,2026-06-09 01:49:19,8887286698,MAGNUM,AKTAU,KZ,5411,0002 - Mail/Phone order,1308132001: Credit Purchase Transaction(Domestic),5372.36,5372.36,WWW,0
T00000032,P001471,2026-06-09 01:50:43,2026-06-09 01:50:44,6122343715,WILD BERRIES,SHYMKENT,KZ,5411,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),16635.09,16635.09,POS,0
T00000033,P001984,2026-06-09 01:51:28,2026-06-09 01:51:31,3575451742,BURGER_KING,ALMATY,KZ,5814,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),3386.98,3386.98,POS,0
T00000034,P001694,2026-06-09 01:55:32,2026-06-09 01:55:33,7825865082,MAGNUM,MIAMI,US,5411,0003 - Recurring,1308142001: Credit Purchase Transaction(International),2172.16,2172.16,WWW,0
T00000035,P000956,2026-06-09 01:56:11,2026-06-09 01:56:14,6081425910,WILD BERRIES,AKTAU,KZ,5499,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),15872.33,15872.33,POS,0
T00000036,C000859,2026-06-09 02:03:42,2026-06-09 02:03:44,9301551377,YANDEX TAXI,ATYRAU,KZ,4121,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),23191.28,23191.28,WWW,0
T00000037,C000812,2026-06-09 02:18:08,2026-06-09 02:18:09,3268645756,HIGH_RISK_MERCHANT,AKTAU,KZ,7995,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),484962.15,484962.15,WWW,1
T00000038,C001147,2026-06-09 02:18:10,2026-06-09 02:18:13,7381877870,ATM_FORTEBANK,KARAGANDA,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),21000.0,21000.0,ATM,0
T00000039,C000005,2026-06-09 02:19:01,2026-06-09 02:19:03,4412004292,HARDEE'S,ASTANA,KZ,5814,0003 - Recurring,1308112001: Debit Purchase Transaction(Domestic),16974.01,16974.01,WWW,0
T00000040,P001692,2026-06-09 02:26:15,2026-06-09 02:26:18,5977490327,SMALL,AKTAU,KZ,5411,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),1873.89,1873.89,POS,0
T00000041,P000982,2026-06-09 02:30:29,2026-06-09 02:30:31,6329348062,WILD BERRIES,ALMATY,KZ,5411,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),9276.28,9276.28,POS,0
T00000042,C000310,2026-06-09 02:32:07,2026-06-09 02:32:09,6776331174,OLIMP_KZ,MANCHESTER,GB,5499,0710 - Contactless - VSDC chip,1308122001: Debit Purchase Transaction(International),1373.47,1373.47,POS,0
T00000043,P001511,2026-06-09 02:35:08,2026-06-09 02:35:11,9899558138,ADIDAS,ASTANA,KZ,5691,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),2638.62,2638.62,POS,0
T00000044,C000791,2026-06-09 02:37:55,2026-06-09 02:37:58,2676668089,INDRIVE,ASTANA,KZ,4121,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),1826.57,1826.57,POS,0
T00000045,P001634,2026-06-09 02:39:07,2026-06-09 02:39:09,4097860244,ATM_SBERBANK_KZ,DUBAI,AE,6011,0110 - Swipe,1308182001: Cash Withdrawal Transaction(International),27000.0,27000.0,ATM,0
T00000046,C001363,2026-06-09 02:44:02,2026-06-09 02:44:05,6163251223,SMALL,SHYMKENT,KZ,5411,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),537.96,537.96,POS,0
T00000047,P001123,2026-06-09 02:49:02,2026-06-09 02:49:05,5367406718,GREEN_APTEKA,SHYMKENT,KZ,5912,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),11580.66,11580.66,POS,0
T00000048,C001133,2026-06-09 02:49:25,2026-06-09 02:49:26,6184452689,SMALL,AKTAU,KZ,5411,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),1928.81,1928.81,POS,0
T00000049,C000997,2026-06-09 02:52:43,2026-06-09 02:52:44,4259275669,MAGNUM_VIP,ATYRAU,KZ,5411,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),74379.69,74379.69,WWW,1
T00000050,P001522,2026-06-09 02:57:32,2026-06-09 02:57:34,4098666758,YANDEX TAXI,SAINT PETERSBURG,RU,4121,0710 - Contactless - VSDC chip,1308142001: Credit Purchase Transaction(International),17360.89,17360.89,POS,0
T00000051,P000459,2026-06-09 02:58:19,2026-06-09 02:58:20,7020571063,MAGNUM_VIP,ATYRAU,KZ,5411,0001 - E-commerce,1308112001: Debit Purchase Transaction(Domestic),82047.18,82047.18,WWW,1
T00000052,C001178,2026-06-09 03:00:18,2026-06-09 03:00:21,2851139707,DODO_PIZZA,ATYRAU,KZ,5814,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),8637.28,8637.28,POS,0
T00000053,C001056,2026-06-09 03:10:54,2026-06-09 03:10:55,7704668325,SHELL,AKTAU,KZ,5541,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),2596.62,2596.62,POS,0
T00000054,C000790,2026-06-09 03:16:34,2026-06-09 03:16:37,7207692472,CITYMOBIL,BEIJING,CN,4121,0110 - Swipe,1308142001: Credit Purchase Transaction(International),4719.63,4719.63,POS,0
T00000055,P001256,2026-06-09 03:19:27,2026-06-09 03:19:28,1451507211,ATM_HALYK_KZ,AKTAU,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),26000.0,26000.0,ATM,0
T00000056,P000377,2026-06-09 03:20:05,2026-06-09 03:20:08,5991856243,STARBUCKS,AKTAU,KZ,5812,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),4196.64,4196.64,POS,0
T00000057,P001938,2026-06-09 03:21:17,2026-06-09 03:21:20,2201257661,PHARMACY_24,AKTAU,KZ,5912,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),11454.98,11454.98,POS,0
T00000058,P001367,2026-06-09 03:33:12,2026-06-09 03:33:15,6379897763,FIX_PRICE,KARAGANDA,KZ,5331,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),14584.52,14584.52,POS,0
T00000059,P000491,2026-06-09 03:34:27,2026-06-09 03:34:30,3095098338,OLIMP_KZ,ATYRAU,KZ,5499,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),14599.42,14599.42,POS,0
T00000060,C000422,2026-06-09 03:38:46,2026-06-09 03:38:48,9504902838,FRESH_MARKET,AKTAU,KZ,5499,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),11061.55,11061.55,POS,0
T00000061,P001364,2026-06-09 03:45:41,2026-06-09 03:45:44,9213959574,KFC,SHYMKENT,KZ,5814,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),3027.52,3027.52,POS,0
T00000062,C001718,2026-06-09 03:46:29,2026-06-09 03:46:31,4524886854,STARBUCKS,AKTAU,KZ,5812,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),40462.69,40462.69,POS,0
T00000063,P001050,2026-06-09 03:49:46,2026-06-09 03:49:47,4138068726,KFC,AKTAU,KZ,5814,0002 - Mail/Phone order,1308112001: Debit Purchase Transaction(Domestic),12747.81,12747.81,WWW,0
T00000064,P000657,2026-06-09 03:51:11,2026-06-09 03:51:12,7089574599,WILD BERRIES,ATYRAU,KZ,5411,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),7099.24,7099.24,POS,0
T00000065,C000937,2026-06-09 03:51:22,2026-06-09 03:51:23,4948685255,ATM_KASPI_KZ,AKTAU,KZ,6011,0110 - Swipe,1308172001: Cash Withdrawal Transaction(Domestic),23000.0,23000.0,ATM,0
T00000066,C001885,2026-06-09 04:04:27,2026-06-09 04:04:30,1616589477,YANDEX TAXI,ALMATY,KZ,4121,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),7433.47,7433.47,POS,0
T00000067,C000959,2026-06-09 04:06:45,2026-06-09 04:06:47,4419032172,SMALL,ATYRAU,KZ,5411,0003 - Recurring,1308112001: Debit Purchase Transaction(Domestic),8041.76,8041.76,WWW,0
T00000068,C001028,2026-06-09 04:08:13,2026-06-09 04:08:14,5773226089,ATM_HALYK_KZ,ALMATY,KZ,6011,0110 - Swipe,1308172001: Cash Withdrawal Transaction(Domestic),19000.0,19000.0,ATM,0
T00000069,C001172,2026-06-09 04:09:21,2026-06-09 04:09:22,6049553732,WAYFAIR,ALMATY,KZ,5331,1000 - Credential on file,1308132001: Credit Purchase Transaction(Domestic),10182.37,10182.37,WWW,0
T00000070,P001882,2026-06-09 04:10:04,2026-06-09 04:10:07,4459785065,WILD BERRIES,ASTANA,KZ,5411,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),24873.1,24873.1,POS,0
T00000071,C000411,2026-06-09 04:10:56,2026-06-09 04:10:58,1488898420,RAMSTORE,AKTAU,KZ,5411,1000 - Credential on file,1308132001: Credit Purchase Transaction(Domestic),16391.68,16391.68,WWW,0
T00000072,C000988,2026-06-09 04:13:01,2026-06-09 04:13:02,2383182771,ATM_HALYK_KZ,ATYRAU,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),28000.0,28000.0,ATM,0
T00000073,C000221,2026-06-09 04:15:25,2026-06-09 04:15:28,3303536681,HARDEE'S,ASTANA,KZ,5814,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),11612.53,11612.53,POS,0
T00000074,P001274,2026-06-09 04:17:57,2026-06-09 04:18:00,5548135259,SMALL,ALMATY,KZ,5411,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),14252.28,14252.28,WWW,0
T00000075,C000644,2026-06-09 04:20:31,2026-06-09 04:20:33,8862420577,DODO_PIZZA,AKTAU,KZ,5814,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),3516.84,3516.84,POS,0
T00000076,C000239,2026-06-09 04:20:51,2026-06-09 04:20:52,6475553915,STARBUCKS,ASTANA,KZ,5812,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),6354.62,6354.62,POS,0
T00000077,P000752,2026-06-09 04:21:32,2026-06-09 04:21:35,3578866410,YANDEX TAXI,ALMATY,KZ,4121,1000 - Credential on file,1308132001: Credit Purchase Transaction(Domestic),4325.79,4325.79,WWW,0
T00000078,P000532,2026-06-09 04:22:34,2026-06-09 04:22:35,2266954029,WILD BERRIES,ATYRAU,KZ,5411,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),2842.15,2842.15,POS,0
T00000079,P000717,2026-06-09 04:23:45,2026-06-09 04:23:47,3336578179,KFC,ATYRAU,KZ,5814,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),16803.08,16803.08,POS,0
T00000080,P001104,2026-06-09 04:23:58,2026-06-09 04:24:00,3304771841,INDRIVE,SHYMKENT,KZ,4121,0002 - Mail/Phone order,1308112001: Debit Purchase Transaction(Domestic),10155.8,10155.8,WWW,0
T00000081,P001796,2026-06-09 04:27:21,2026-06-09 04:27:23,3041973521,MAGNUM,ASTANA,KZ,5499,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),1695.05,1695.05,POS,0
T00000082,C001099,2026-06-09 04:29:59,2026-06-09 04:30:02,9092358451,HELIOS_PETROLEUM,ALMATY,KZ,5541,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),2912.93,2912.93,POS,0
T00000083,C001382,2026-06-09 04:30:55,2026-06-09 04:30:56,7101888498,HARDEE'S,SHYMKENT,KZ,5814,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),3481.33,3481.33,POS,0
T00000084,C001980,2026-06-09 04:33:57,2026-06-09 04:34:00,1495104588,RAMSTORE,ATYRAU,KZ,5411,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),2179.6,2179.6,POS,0
T00000085,P001583,2026-06-09 04:35:18,2026-06-09 04:35:19,1690893391,BURGER_KING,ATYRAU,KZ,5814,0002 - Mail/Phone order,1308132001: Credit Purchase Transaction(Domestic),406.23,406.23,WWW,0
T00000086,C000017,2026-06-09 04:37:37,2026-06-09 04:37:38,7485708103,HIGH_RISK_MERCHANT,SHYMKENT,KZ,6012,0001 - E-commerce,1308112001: Debit Purchase Transaction(Domestic),499286.98,499286.98,WWW,1
T00000087,C001871,2026-06-09 04:37:45,2026-06-09 04:37:46,6741974830,KFC,KARAGANDA,KZ,5814,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),3574.73,3574.73,POS,0
T00000088,P001540,2026-06-09 04:40:50,2026-06-09 04:40:51,7104068876,CITYMOBIL,ATYRAU,KZ,4121,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),835.82,835.82,POS,0
T00000089,P000085,2026-06-09 04:44:45,2026-06-09 04:44:47,6612716101,SMALL,ASTANA,KZ,5411,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),3096.48,3096.48,POS,0
T00000090,P000814,2026-06-09 04:48:02,2026-06-09 04:48:04,3223661038,YANDEX TAXI,KARAGANDA,KZ,4121,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),14130.5,14130.5,POS,0
T00000091,C001295,2026-06-09 04:48:27,2026-06-09 04:48:28,2319339624,GALMART,ASTANA,KZ,5411,0003 - Recurring,1308132001: Credit Purchase Transaction(Domestic),6639.41,6639.41,WWW,0
T00000092,P000909,2026-06-09 04:48:55,2026-06-09 04:48:57,4917042723,COSTA_COFFEE,KARAGANDA,KZ,5812,1000 - Credential on file,1308112001: Debit Purchase Transaction(Domestic),1657.29,1657.29,WWW,0
T00000093,P000083,2026-06-09 04:49:49,2026-06-09 04:49:51,1166664292,BURGER_KING,SHYMKENT,KZ,5814,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),67881.76,67881.76,POS,0
T00000094,C000544,2026-06-09 04:50:04,2026-06-09 04:50:06,7483366446,YANDEX TAXI,KARAGANDA,KZ,4121,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),2640.3,2640.3,POS,0
T00000095,P000461,2026-06-09 04:50:12,2026-06-09 04:50:15,1633284474,HARDEE'S,ASTANA,KZ,5814,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),31281.77,31281.77,POS,0
T00000096,P001212,2026-06-09 04:50:32,2026-06-09 04:50:35,7001838262,CRYPTO_EXCHANGE,ASTANA,KZ,6051,0002 - Mail/Phone order,1308132001: Credit Purchase Transaction(Domestic),5507.96,5507.96,WWW,0
T00000097,C000799,2026-06-09 04:54:10,2026-06-09 04:54:12,4054213464,GALMART,ALMATY,KZ,5411,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),4493.26,4493.26,POS,0
T00000098,P000153,2026-06-09 04:55:45,2026-06-09 04:55:48,5753062856,APTEKA_EVROPA,ALMATY,KZ,5912,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),7683.13,7683.13,POS,0
T00000099,P002000,2026-06-09 04:56:18,2026-06-09 04:56:19,6835937644,RAMSTORE,ATYRAU,KZ,5411,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),2099.85,2099.85,POS,0
T00000100,C000749,2026-06-09 04:56:33,2026-06-09 04:56:34,9674536333,MAGNUM,ANTALYA,TR,5411,0730 - Contactless - VSDC chip,1308122001: Debit Purchase Transaction(International),13917.31,13917.31,POS,0
T00000101,C001440,2026-06-09 05:02:09,2026-06-09 05:02:11,8073601280,RAMSTORE,ALMATY,KZ,5411,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),4558.93,4558.93,WWW,0
T00000102,P000267,2026-06-09 05:04:02,2026-06-09 05:04:03,7255766691,WILD BERRIES,SHYMKENT,KZ,5411,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),15408.08,15408.08,WWW,0
T00000103,C000569,2026-06-09 05:06:25,2026-06-09 05:06:27,3255186760,ATM_FORTEBANK,ALMATY,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),16000.0,16000.0,ATM,0
T00000104,P000879,2026-06-09 05:07:15,2026-06-09 05:07:18,1733352379,MAGNUM,AKTAU,KZ,5411,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),15388.39,15388.39,POS,0
T00000105,C001110,2026-06-09 05:14:48,2026-06-09 05:14:50,3396223159,COSTA_COFFEE,SHYMKENT,KZ,5812,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),3058.4,3058.4,POS,0
T00000106,P000122,2026-06-09 05:20:00,2026-06-09 05:20:03,5027137335,ATM_FORTEBANK,AKTAU,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),14000.0,14000.0,ATM,0
T00000107,C001708,2026-06-09 05:23:00,2026-06-09 05:23:01,1624728217,INDRIVE,AKTAU,KZ,4121,0003 - Recurring,1308112001: Debit Purchase Transaction(Domestic),9913.72,9913.72,WWW,0
T00000108,C000090,2026-06-09 05:24:12,2026-06-09 05:24:14,6761468873,H&M,AKTAU,KZ,5331,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),11459.22,11459.22,POS,0
T00000109,P001544,2026-06-09 05:25:11,2026-06-09 05:25:13,2079617710,INDRIVE,AKTAU,KZ,4121,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),4530.31,4530.31,POS,0
T00000110,P001009,2026-06-09 05:29:23,2026-06-09 05:29:24,3142314473,EBAY,SHYMKENT,KZ,5999,0003 - Recurring,1308132001: Credit Purchase Transaction(Domestic),8019.77,8019.77,WWW,0
T00000111,P001926,2026-06-09 05:32:10,2026-06-09 05:32:13,6238842183,INDRIVE,KARAGANDA,KZ,4121,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),1176.92,1176.92,POS,0
T00000112,P001697,2026-06-09 05:33:19,2026-06-09 05:33:20,2286880579,WILD BERRIES,ALMATY,KZ,5411,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),5497.55,5497.55,POS,0
T00000113,C000690,2026-06-09 05:34:15,2026-06-09 05:34:18,7886243898,FRESH_MARKET,KARAGANDA,KZ,5499,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),31742.68,31742.68,POS,0
T00000114,P001368,2026-06-09 05:35:06,2026-06-09 05:35:08,9709039763,KFC,SHYMKENT,KZ,5812,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),1584.95,1584.95,POS,0
T00000115,P000963,2026-06-09 05:38:05,2026-06-09 05:38:06,7888872246,BURGER_KING,ALMATY,KZ,5814,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),11119.42,11119.42,POS,0
T00000116,P000957,2026-06-09 05:40:44,2026-06-09 05:40:47,9629134468,INDRIVE,ASTANA,KZ,4121,0003 - Recurring,1308132001: Credit Purchase Transaction(Domestic),1959.14,1959.14,WWW,0
T00000117,C000872,2026-06-09 05:43:22,2026-06-09 05:43:23,3837963084,HIGH_RISK_MERCHANT,SHYMKENT,KZ,7995,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),548290.79,548290.79,WWW,1
T00000118,P000374,2026-06-09 05:43:39,2026-06-09 05:43:41,3572869635,TARGET,SHYMKENT,KZ,5331,1000 - Credential on file,1308132001: Credit Purchase Transaction(Domestic),12713.01,12713.01,WWW,0
T00000119,C001438,2026-06-09 05:43:59,2026-06-09 05:44:01,6408247216,H&M,ATYRAU,KZ,5331,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),902.84,902.84,POS,0
T00000120,P000349,2026-06-09 05:47:12,2026-06-09 05:47:13,6028459450,COSTA_COFFEE,ATYRAU,KZ,5812,0002 - Mail/Phone order,1308112001: Debit Purchase Transaction(Domestic),5602.79,5602.79,WWW,0
T00000121,C000582,2026-06-09 05:50:25,2026-06-09 05:50:27,3911381704,RAMSTORE,ALMATY,KZ,5411,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),18187.11,18187.11,POS,0
